ID_Sample	TaxID	Refseq	Counts	name	Species	Genus	Family	Order	Class	Phylum	Kingdom	Domain	ID	Mangrove	Collection_month	pH	OM	P	Ca	Mg	K	H.Al	SB	CTC	V.	Number_Reads	RelativeAbundance	FreqAlignment
A1	160660	NR_178292.1	3	Acidihalobacter prosperus	Acidihalobacter prosperus	Acidihalobacter	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.462962962962963	54.7297297297297
A1	160660	NR_178346.1	1	Acidihalobacter prosperus	Acidihalobacter prosperus	Acidihalobacter	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	160661	NR_025150.1	4	Desulfogranum mediterraneum	Desulfogranum mediterraneum	Desulfogranum	Desulfobulbaceae	Desulfobulbales	Desulfobulbia	Thermodesulfobacteriota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.617283950617284	54.7297297297297
A1	189382	NR_025241.1	1	Rossellomorea aquimaris	Rossellomorea aquimaris	Rossellomorea	Bacillaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	266812	NR_025814.1	1	Parasphingorhabdus flavimaris	Parasphingorhabdus flavimaris	Parasphingorhabdus	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	269709	NR_041959.1	1	Methylotuvimicrobium kenyense	Methylotuvimicrobium kenyense	Methylotuvimicrobium	Methylococcaceae	Methylococcales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	272917	NR_042259.1	4	Planococcus chinensis	Planococcus chinensis	Planococcus	Planococcaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.617283950617284	54.7297297297297
A1	324768	NR_043268.1	1	Metabacillus idriensis	Metabacillus idriensis	Metabacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	338963	NR_075013.1	3	Syntrophotalea carbinolica DSM 2380	Syntrophotalea carbinolica	Syntrophotalea	Syntrophotaleaceae	Desulfuromonadales	Desulfuromonadia	Thermodesulfobacteriota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.462962962962963	54.7297297297297
A1	490901	NR_178335.1	2	Halomonas urmiana	Halomonas urmiana	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.308641975308642	54.7297297297297
A1	515947	NR_178343.1	1	Chelativorans intermedius	Chelativorans intermedius	Chelativorans	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	521720	NR_116388.1	1	Denitrificimonas caeni	Denitrificimonas caeni	Denitrificimonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	531306	NR_146012.1	1	Spiribacter vilamensis	Spiribacter vilamensis	Spiribacter	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	571177	NR_157797.1	15	Desulfosarcina alkanivorans	Desulfosarcina alkanivorans	Desulfosarcina	Desulfosarcinaceae	Desulfobacterales	Desulfobacteria	Thermodesulfobacteriota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	2.31481481481481	54.7297297297297
A1	571256	NR_115043.1	1	Brucella pituitosa	Brucella pituitosa	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	692370	NR_108695.1	1	Tsuneonella dongtanensis	Tsuneonella dongtanensis	Tsuneonella	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	860353	NR_178413.1	1	Geobacillus proteiniphilus	Geobacillus proteiniphilus	Geobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	913829	NR_148570.1	8	Endothiovibrio diazotrophicus	Endothiovibrio diazotrophicus	Endothiovibrio	Thioalkalispiraceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	1.23456790123457	54.7297297297297
A1	947919	NR_157796.1	37	Desulfosarcina widdelii	Desulfosarcina widdelii	Desulfosarcina	Desulfosarcinaceae	Desulfobacterales	Desulfobacteria	Thermodesulfobacteriota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	5.70987654320988	54.7297297297297
A1	980251	NR_156914.1	1	Mariniblastus fucicola	Mariniblastus fucicola	Mariniblastus	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	980252	NR_178483.1	1	Bremerella alba	Bremerella alba	Bremerella	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1076588	NR_148757.1	7	Thiolapillus brandeum	Thiolapillus brandeum	Thiolapillus	Sedimenticolaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	1.08024691358025	54.7297297297297
A1	1217970	NR_118461.1	1	Vannielia litorea	Vannielia litorea	Vannielia	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1236956	NR_118066.1	2	Paraburkholderia kururiensis JCM 10599 = LMG 19447	Paraburkholderia kururiensis	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.308641975308642	54.7297297297297
A1	1249627	NR_157012.1	2	Imhoffiella purpurea	Imhoffiella purpurea	Imhoffiella	Chromatiaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.308641975308642	54.7297297297297
A1	1255256	NR_148836.1	1	Cohnella saccharovorans	Cohnella saccharovorans	Cohnella	Paenibacillaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1267423	NR_109732.1	1	Roseivirga pacifica	Roseivirga pacifica	Roseivirga	Roseivirgaceae	Cytophagales	Cytophagia	Bacteroidota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1278163	NR_186889.1	1	Annamia toxica	Annamia toxica	Annamia	Geminocystaceae	Chroococcales	Cyanophyceae	Cyanobacteriota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1285191	NR_114379.1	1	Desulfolucanica intricata	Desulfolucanica intricata	Desulfolucanica	Peptococcaceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1295005	NR_178565.1	3	Actibacter haliotis	Actibacter haliotis	Actibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.462962962962963	54.7297297297297
A1	1306992	NR_178250.1	1	Halioxenophilus aromaticivorans	Halioxenophilus aromaticivorans	Halioxenophilus	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1317117	NR_148583.1	1	Oceanococcus atlanticus	Oceanococcus atlanticus	Oceanococcus	Oceanococcaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1323948	NR_178548.1	2	Nitrospina watsonii	Nitrospina watsonii	Nitrospina	Nitrospinaceae	Nitrospinales	Nitrospinia	Nitrospinota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.308641975308642	54.7297297297297
A1	1335048	NR_135873.1	1	Frigidibacter mobilis	Frigidibacter mobilis	Frigidibacter	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1409788	NR_178622.1	1	Sunxiuqinia dokdonensis	Sunxiuqinia dokdonensis	Sunxiuqinia	Prolixibacteraceae	Marinilabiliales	Bacteroidia	Bacteroidota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1417629	NR_178620.1	1	Anaerosolibacter carboniphilus	Anaerosolibacter carboniphilus	Anaerosolibacter	Thermotaleaceae	Peptostreptococcales	Clostridia	Bacillota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1436998	NR_148573.1	1	Nitrospira lenta	Nitrospira lenta	Nitrospira	Nitrospiraceae	Nitrospirales	Nitrospiria	Nitrospirota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1443937	NR_178595.1	4	Bartonella naantaliensis	Bartonella naantaliensis	Bartonella	Bartonellaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.617283950617284	54.7297297297297
A1	1459949	NR_178256.1	1	Perspicuibacter marinus	Perspicuibacter marinus	Perspicuibacter	Arenicellaceae	Arenicellales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1463663	NR_181860.1	1	Bacillus aequororis	Bacillus aequororis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1477517	NR_181474.1	1	Pseudomonas lopnurensis	Pseudomonas lopnurensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1482730	NR_152624.1	1	Alkaliphilus hydrothermalis	Alkaliphilus hydrothermalis	Alkaliphilus	Natronincolaceae	Peptostreptococcales	Clostridia	Bacillota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1482732	NR_178660.1	1	Alkaliphilus pronyensis	Alkaliphilus pronyensis	Alkaliphilus	Natronincolaceae	Peptostreptococcales	Clostridia	Bacillota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1488331	NR_178669.1	1	Fusibacter bizertensis	Fusibacter bizertensis	Fusibacter	Eubacteriales Family XII. Incertae Sedis	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1494448	NR_152704.1	1	Chelatococcus reniformis	Chelatococcus reniformis	Chelatococcus	Chelatococcaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1507512	NR_178864.1	1	Romboutsia hominis	Romboutsia hominis	Romboutsia	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Bacillota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1523623	NR_178704.1	3	Desulfuromonas carbonis	Desulfuromonas carbonis	Desulfuromonas	Desulfuromonadaceae	Desulfuromonadales	Desulfuromonadia	Thermodesulfobacteriota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.462962962962963	54.7297297297297
A1	1524263	NR_134715.1	1	Actibacterium lipolyticum	Actibacterium lipolyticum	Actibacterium	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1529067	NR_156859.1	7	Microbulbifer echini	Microbulbifer echini	Microbulbifer	Microbulbiferaceae	Cellvibrionales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	1.08024691358025	54.7297297297297
A1	1537524	NR_178268.1	28	Thiogranum longum	Thiogranum longum	Thiogranum	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	4.32098765432099	54.7297297297297
A1	1563681	NR_137379.1	2	Roseivirga misakiensis	Roseivirga misakiensis	Roseivirga	Roseivirgaceae	Cytophagales	Cytophagia	Bacteroidota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.308641975308642	54.7297297297297
A1	1566026	NR_153705.1	3	Roseivirga seohaensis subsp. aquiponti	Roseivirga seohaensis	Roseivirga	Roseivirgaceae	Cytophagales	Cytophagia	Bacteroidota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.462962962962963	54.7297297297297
A1	1566387	NR_178742.1	1	Mesorhizobium hungaricum	Mesorhizobium hungaricum	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1608407	NR_178774.1	1	Puniceibacterium sediminis	Puniceibacterium sediminis	Puniceibacterium	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1611323	NR_156854.1	7	Halofilum ochraceum	Halofilum ochraceum	Halofilum	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	1.08024691358025	54.7297297297297
A1	1612172	NR_151905.1	5	Vicinamibacter silvestris	Vicinamibacter silvestris	Vicinamibacter	Vicinamibacteraceae	Vicinamibacterales	Vicinamibacteria	Acidobacteriota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.771604938271605	54.7297297297297
A1	1615952	NR_153731.1	1	Uliginosibacterium paludis	Uliginosibacterium paludis	Uliginosibacterium	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1630136	NR_149787.1	2	Sulfurovum riftiae	Sulfurovum riftiae	Sulfurovum	Sulfurovaceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.308641975308642	54.7297297297297
A1	1632867	NR_178805.1	1	Methylocucumis oryzae	Methylocucumis oryzae	Methylocucumis	Methylococcaceae	Methylococcales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1639882	NR_149251.1	1	Longimicrobium terrae	Longimicrobium terrae	Longimicrobium	Longimicrobiaceae	Longimicrobiales	Longimicrobiia	Gemmatimonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1640674	NR_158100.1	1	Williamwhitmania taraxaci	Williamwhitmania taraxaci	Williamwhitmania	Williamwhitmaniaceae	Bacteroidales	Bacteroidia	Bacteroidota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1653858	NR_173628.1	1	Thiospirillum jenense	Thiospirillum jenense	Thiospirillum	Chromatiaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1658620	NR_151960.1	1	Rubrivirga profundi	Rubrivirga profundi	Rubrivirga	Rubricoccaceae	Rhodothermales	Rhodothermia	Rhodothermota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1678841	NR_149795.1	2	Lentimicrobium saccharophilum	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.308641975308642	54.7297297297297
A1	1690008	NR_148633.1	1	Halomonas garicola	Halomonas garicola	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1703256	NR_152003.1	2	Pseudoalteromonas gelatinilytica	Pseudoalteromonas gelatinilytica	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.308641975308642	54.7297297297297
A1	1703341	NR_152702.1	1	Croceicoccus pelagius	Croceicoccus pelagius	Croceicoccus	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1707966	NR_149306.1	1	Racemicystis crocea	Racemicystis crocea	Racemicystis	Polyangiaceae	Polyangiales	NA	Myxococcota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1708715	NR_178817.1	3	Ensifer aridi	Ensifer aridi	Ensifer	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.462962962962963	54.7297297297297
A1	1712074	NR_169367.1	1	Oceanisphaera aquimarina	Oceanisphaera aquimarina	Oceanisphaera	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1723361	NR_152683.1	1	Wukongibacter baidiensis	Wukongibacter baidiensis	Wukongibacter	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1735038	NR_156084.1	1	Oryzomicrobium terrae	Oryzomicrobium terrae	Oryzomicrobium	Rhodocyclaceae	Rhodocyclales	Betaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1736908	NR_149280.1	1	Fodinibius halophilus	Fodinibius halophilus	Fodinibius	Balneolaceae	Balneolales	Balneolia	Balneolota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1740245	NR_153701.1	1	Carboxylicivirga flava	Carboxylicivirga flava	Carboxylicivirga	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
A1	1742923	NR_148598.1	2	Thermostilla marina	Thermostilla marina	Thermostilla	Thermoguttaceae	Pirellulales	Planctomycetia	Planctomycetota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.308641975308642	54.7297297297297
A1	1750597	NR_148577.1	1	Inmirania thermothiophila	Inmirania thermothiophila	Inmirania	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID1-A1	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	1184	0.154320987654321	54.7297297297297
